title,total_time,serving_size,ingr,instructions,nativeCuisine,country
Makhani Chicken (Indian Butter Chicken),315,6 servings,"1 ¾ pounds skinless, boneless chicken breast halves - cubed","To Marinate: Place chicken in a nonporous glass dish or bowl with lemon juice, 1 tablespoon chili powder and salt. Toss to coat; cover dish and refrigerate to marinate for 1 hour.

Drain yogurt in a cloth for 15 to 20 minutes. Place in a medium bowl; mix in salt, garlic paste, garam masala, butter, chili powder, ginger paste, lemon juice and oil. Pour yogurt mixture over chicken, replace cover and refrigerate to marinate for another 3 to 4 hours.

Preheat oven to 400 degrees F (200 degrees C).

Place chicken on skewers. Place skewers in a 9x13 inch baking dish and bake in preheated oven for 20 minutes, or until almost cooked through.

To Make Sauce: Melt butter in a medium saucepan over medium heat. Stir in garam masala. When masala begins to crackle, mix in ginger paste, chopped garlic and green chile peppers. Saute until tender, then stir in tomato puree, chili powder, salt and water. Bring to a boil; reduce heat to low and simmer, stirring in honey and fenugreek.

Place chicken in sauce mixture. Continue cooking for another 5 minutes, or until chicken is no longer pink inside. Stir in fresh cream.
",indian,IND
Palak Paneer (Spinach Curry),35,2 servings,"2 tablespoons vegetable oil, divided","Heat 1 tablespoon vegetable oil in a skillet over medium heat; cook and stir spinach in hot oil until softened, 3 to 4 minutes. Transfer spinach to a blender or food processor; puree until spinach becomes a coarse paste.

Heat remaining 1 tablespoon oil in a saucepan over medium heat; cook cumin in hot oil until fragrant, about 30 seconds. Add onion, green chile peppers, and garlic. Cook and stir until onion is tender, 3 to 4 minutes. Stir in tomatoes and cover saucepan. Simmer for 1 minute and add blended spinach paste, water, ground coriander, red chile powder, and salt. Continue to cook until heated through, 2 to 3 minutes.

Stir paneer into spinach mixture and simmer until hot, 1 to 2 minutes more.
",indian,IND
Kedgeree,40,2 servings,2 cups uncooked basmati rice,"Prepare rice according to package directions. Drain, and set aside to cool. Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop. Set aside.

Place the haddock in a small skillet with the bay leaf. Pour in enough milk just to cover the fish. Bring to a simmer over medium heat, and cook gently until fish flakes. Remove fish from the pan, flake with a fork, and set aside. Discard milk and bay leaf.

Melt butter in a skillet over medium-high heat. Stir in curry powder, then add the peas and onions. Fry for a couple of minutes, then add the cooked rice, eggs, and fish. Stir gently, and season with salt and pepper. Heat through, and serve with yogurt.
",indian,IND
Indian Naan II,145,6 good-sized pieces,⅔ cup warm water (110 degrees F/45 degrees C),"Whisk the warm water with the yeast and sugar until the yeast is dissolved. Cover and let stand in a warm place for 10 minutes.

Sift flour and salt three times into a large bowl add the yeast mixture, half of the ghee and all the yogurt. Mix into a soft dough then knead on a floured surface for about 5 minutes or until dough is smooth and elastic. Place the dough in a large greased bowl, cover and let stand in a warm place for 1 1/2 hours or until the dough is doubled in size .

Punch down dough then knead for 5 minutes. Divide dough into 6 pieces. Roll each piece out into 8 inch round naans.

Cover an oven tray with foil and grease the foil. Brush the naan with a little of the remaining ghee and sprinkle with some of the kalonji. Cook naan one at a time under the broiler for about 2 minutes on each side or until puffed and just browned.
",indian,IND
Spicy Indian Dahl,0,6 servings,"1 cup <a href=""https://www.allrecipes.com/gallery/red-lentil-recipes/"" aria-label=""red lentils"">red lentils</a>","Cook the lentils by boiling or pressure cooking until lentils are soft. (Pressure cooking is faster.)

In a skillet heat the oil and add mustard seeds. When mustard seeds begin to flutter, add onions, ginger, jalapeno peppers, and garlic. Saute until the onions and garlic are golden brown. Add coriander and cumin. Add chopped tomatoes. Saute the mixture well until tomatoes are well cooked.

Add water. Boil 6 minutes. Add cooked lentils, stirring well. Add salt to taste, stirring well. Add finely chopped cilantro and remove from heat. Serve hot.
",indian,IND
Quorn&trade; and Chickpea Curry,50,4 servings,2 tablespoons vegetable oil,"Heat 1 tablespoon oil in a large skillet or wok over medium-high heat. Cook Quorn in oil until golden brown. Set aside.

Using the same pan, heat remaining 1 tablespoon oil over medium heat. Cook onion, garlic, cumin seed, and mustard seed in oil for 3 to 5 minutes, or until the onion is soft.

Season with ground turmeric, cumin, and coriander, chili powder, and salt. Mix in tomato puree, then stir in Quorn, chickpeas, diced tomatoes, and vegetable stock. Bring to a boil, reduce heat to medium-low, and simmer for 20 to 25 minutes. Remove from heat, and mix in garam masala.
",indian,IND
"Grilled ""Tandoori"" Lamb",275,10 servings,1 cup plain yogurt,"Whisk yogurt, lemon juice, onion, garlic, ginger, garam masala, paprika, cumin, turmeric, and cayenne pepper together in a bowl until combined.

Toss lamb and salt into marinade; mix until lamb pieces are coated evenly. Cover mixture with plastic wrap and refrigerate overnight, or at least 4 hours.

Skewer lamb pieces so they barely touch. Wipe off excess marinade with a paper towel. Brush with vegetable oil and sprinkle with salt.

Preheat grill for medium heat and lightly oil the grate.

Grill skewers on medium heat until lamb springs back to the touch, about 5 to 7 minutes on each side.

Garnish with red onions, lemon wedges, and chopped cilantro as desired.
",indian,IND
Mulligatawny Soup II,0,6 servings,"1 tablespoon ghee (clarified butter), or vegetable oil","Heat ghee or vegetable oil in large pan (use low heat); cook onion, garlic, ginger, chilies, spices and curry leaves, stirring, until onion is browned lightly and mixture is fragrant. Do not over brown the onion or else it will give the soup a burnt taste.

Add carrot, apple, potato, dhal, and chicken stock to pan; simmer, covered, for about 15 minutes or until vegetables are just tender.  Discard  cardamom pods and curry leaves.

Blend or process soup mixture, in batches, until pureed; return to pan. Add tamarind, lemon juice, coconut milk and fresh coriander leaves; stir until heated through.
",indian,IND
Gobi Aloo (Indian Style Cauliflower with Potatoes),35,4 servings,1 tablespoon vegetable oil,"Heat the oil in a medium skillet over medium heat. Stir in the cumin seeds, garlic, and ginger paste. Cook about 1 minute until garlic is lightly browned. Add the potatoes. Season with turmeric, paprika, cumin, garam masala, and salt. Cover and continue cooking 5 to 7 minutes stirring occasionally.

Mix the cauliflower and cilantro into the saucepan. Reduce heat to low and cover. Stirring occasionally, continue cooking 10 minutes, or until potatoes and cauliflower are tender.
",indian,IND
Easy Curry Rice,20,5 servings,"2 cups uncooked white rice, rinsed","Stir the rice, water, and curry powder together in a rice cooker; cook for 1 full cycle or until all the water is absorbed, 15 to 20 minutes.
",indian,IND
Vegan Roasted Curry Cauliflower,30,4 servings,"4 tablespoons extra-virgin olive oil, or more as needed","Preheat the oven to 425 degrees F (220 degrees C). Line a baking sheet with parchment paper.

Wash and pat Cauliflower dry. Remove tough core and break (or cut) the florets into bit sized pieces. Set aside.

Combine olive oil, lemon juice, curry powder, salt, cayenne, and garam masala in a large bowl; mix into a paste. Add cauliflower and gently mix with a spoon to evenly coat with the spice paste. Transfer cauliflower to the prepared baking sheet and spread out in one layer.

Roast in the preheated oven until cauliflower begins to caramelize, 20 to 25 minutes.
",indian,IND
Indian Sabji Recipe,60,4 servings,2 tablespoons canola oil,"Heat canola oil in a wok over medium heat. Cook and stir cumin and mustard seeds in the hot oil until they begin to dance, 1 to 2 minutes. Add coriander, turmeric, and cayenne pepper; cook about 1 minute.

Stir cabbage, potatoes, ginger-garlic paste, and salt into spice mixture; stir to coat. Pour enough water into wok to steam vegetables; cover and cook, stirring occasionally and adding more water as needed, until potatoes and cabbage are very tender, about 45 minutes. Remove from heat; sprinkle vegetables with cilantro.
",indian,IND
Curried Cumin Potatoes,35,8 servings,"2 pounds new potatoes, cut into 1/4 inch thick pieces","Place whole potatoes into a saucepan with water to cover. Bring to a boil, and cook until just tender. Drain, and cut potatoes into quarters. Set aside to keep warm.

Heat oil in a large saute pan over medium-high heat. Saute the cumin, turmeric, and curry powder for 1 minute. Add potatoes, and saute until toasted. Toss potatoes with sea salt, pepper and fresh cilantro, and serve hot.
",indian,IND
Aloo Phujia,30,4 to 6 servings,"1 onion, chopped","Lightly brown onion in oil in a medium size skillet.

Stir in salt, cayenne, turmeric and cumin. Add potatoes and cook 10 minutes stirring occasionally.

Add tomatoes, cover pan and cook until potatoes are soft, about 10 minutes.
",indian,IND
Shahi Paneer,35,4 servings,2 tablespoons cooking oil,"Heat the oil in a large skillet over medium heat. Cook the onion and garlic in the hot oil until the onions are soft and golden brown, about 5 minutes. Sprinkle the cumin, coriander, turmeric, and chili powder over the onion and garlic; continue cooking until the seasonings are fragrant, about 30 seconds.

Pour the pureed tomatoes into the skillet; cook until the excess liquid evaporates and the oil separates, 3 to 5 minutes. Add the paneer, water, sugar, and salt to the mixture; stir gently so the paneer does not break apart. Cook until the paneer begins to absorb some of the liquid, about 10 minutes. Stir the cream into the mixture and simmer another 5 minutes. Garnish with cilantro to serve.
",indian,IND
Cod Curry,70,4 servings,2 tablespoons vegetable oil,"Heat the oil in a skillet over medium heat. Place onion in the skillet. Reduce heat to low, and cook, stirring often, 15 minutes, or until soft and brown.

Mix the garlic paste and ginger paste into the skillet. Cook 1 minute. Mix in cumin, coriander, cardamom, turmeric, and salt. Stir in the jalapeno, cilantro, lemon juice, and tomatoes with juice, scraping up any brown bits from the bottom of the skillet. Bring to a boil. Reduce heat to low, cover, and simmer 20 minutes. If you like, the sauce may be set aside for a few hours at this point to allow the flavors to blend.

Return the sauce to a boil, and place cod in the skillet. Reduce heat to low, and cook 15 minutes, or until fish flakes easily with a fork.
",indian,IND
Samosadilla (Samosa Quesadilla),75,6 large samosadillas,"1 ½ pounds Yukon gold potatoes, peeled","Cut potatoes into 1/4-inch cubes. Transfer into a pot of cold water. Stir in salt and bring to a boil over high heat. Simmer over medium heat until cubes are tender but still hold their shape, about 15 minutes. Drain potatoes in a colander and set aside.

Heat olive oil and butter in a skillet over medium heat. Add onion. Cook and stir until softened and translucent, about 5 minutes. Meanwhile, combine 1 teaspoon kosher salt, garam masala, cumin, coriander, turmeric, and cayenne in a small bowl for the spice mix.

Add serrano pepper, garlic, ginger, and the spice mix to the onions. Cook and stir until mixture is well combined, about 2 minutes. Add peas; cook until heated through and slightly tender, about 3 minutes.

Transfer mixture into a bowl with the potatoes. Add cilantro and lemon juice. Mix with a spatula until filling is well combined, with some potatoes partially mashed. Add more salt if needed.

Combine cilantro, mint, green onions, serrano pepper, lime juice, and yogurt in a blender. Blend until smooth. Season with salt.

Spread a few spoonfuls of the filling over one half of 1 tortilla. Fold in half. Repeat with remaining filling and tortillas.

Heat oil in a skillet over medium heat. Cook each quesadilla until browned and crispy, 2 to 3 minutes per side. Transfer quesadilla onto your work surface and cut in thirds. Plate and serve at any temperature, alongside the chutney sauce.
",indian,IND
Vegetable Biryani,65,4 servings,"2 tablespoons ghee (clarified butter), or olive oil","Melt ghee in a large Dutch oven over medium heat. Add onion, and cook until softened, about 3 minutes. Stir in cumin seed, cinnamon stick, and peppercorns; cook until the spices are fragrant, and the cumin seeds begin to pop, about 3 minutes.

Stir in ginger garlic paste, tomatoes, and 1/2 cup water. Bring to a simmer, and cook until the water has evaporated, about 5 minutes. Stir in peas, carrot, and potato. Season with chicken bouillon, salt, red chile, black pepper, garam masala, and turmeric. Stir well, then cover, and cook for 3 minutes.

Pour in 4 cups water and bring to a boil over high heat. Once boiling, stir in basmati rice, reduce heat to medium, recover, and simmer for 10 minutes. Reduce heat to low and continue to cook until the rice has softened, 10 to 15 minutes more.
",indian,IND
Easy Malai Kulfi,85,3 cups,2 cups whole milk,"Stir the milk, condensed milk, and dry milk powder together in a heavy-bottomed pan and bring to a boil. Add the sugar, cardamom, and saffron to the boiling milk; reduce heat to low and simmer, stirring frequently, for 10 minutes. Remove from heat and allow to cool to room temperature; fold the pistachio nuts into the mixture.

Pour the mixture into popsicle molds and freeze until solid, about 1 hour
",indian,IND
Easy Chicken Madras Recipe,85,4 servings,"2 onions, coarsely chopped","Place onions, chile peppers, ginger, and garlic in a blender with a splash of water. Blend into a smooth paste; season with salt and pepper.

Heat oil in a large, high-sided pan over medium heat. Cook paste until slightly browned, about 5 minutes.

Heat a small skillet over medium-low heat. Add Madras curry powder; cook and stir until fragrant, 2 to 3 minutes. Mix into the paste.

Cook and stir chicken in the spice paste mixture until browned, 5 to 10 minutes. Pour in tomatoes. Fill the tomato can halfway with water and pour in too. Simmer over medium-low heat until liquid is reduced, about 50 minutes. Season with salt and pepper. Scatter cilantro on top.
",indian,IND
Easy Indian Style Okra,35,4 servings,3 tablespoons butter,"Melt butter in a large skillet over medium heat. Add the onion, and cook until tender. Stir in the okra, and season with cumin, ginger, coriander, pepper and salt. Cook and stir for a few minutes, then reduce the heat to medium-low, and cover the pan. Cook for 20 minutes, stirring occasionally until okra is tender.
",indian,IND
Indian Vegetable Rice,50,2 servings,2 tablespoons vegetable oil,"In a large pan heat oil over medium heat and saute onions and cumin until onions are tender, but not browned.  Rinse the rise several times and drain well.  Add the rice to the pan with the onions and pour in the 2 cups of water.  Stir in salt, garam masala and vegetables.  Cover the pan and increase the heat to high.

Bring the mixture to a boil and then reduce the heat to low, keeping the rice covered at all times.  After cooking for about 10 minutes, gently stir the rice to distribute the spices evenly.  Cook 25 to 30 minutes, or until all of the water has evaporated and the rice is tender.
",indian,IND
Chicken Korma II,60,4 servings,¼ cup cashew halves,"Place cashews in a small bowl, and pour the boiling water over nuts.  Set aside for 15 to 20 minutes. Place garlic and ginger in food processor and blend until smooth; set aside.

Heat oil in wok over medium heat. Cook the bay leaves in hot oil for 30 seconds.  Stir in onion, and cook until soft, about 3 to 5 minutes. Mix in garlic/ginger paste, and season with coriander, garam masala, cumin, turmeric, and chili powder. Stir in chicken, and cook for about 5 minutes. Pour in tomato sauce and chicken broth. Cover, reduce heat, and simmer for 15 minutes, stirring occasionally.

Meanwhile, place the cashews, along with the water in which they were soaked, and the cream and yogurt into food processor.  Process until smooth.

Stir the cashew mixture into the chicken and onions. Simmer for 15 minutes, stirring occasionally. Stir in the cornstarch mixture, and continue cooking for 1 to 2 minutes.
",indian,IND
Paneer Butter Masala,30,4 servings,½ cup vegetable oil,"Heat oil in a large skillet over medium heat; fry paneer in 2 batches until golden, about 5 minutes. Transfer fried paneer to a paper towel-lined plate to drain, retaining vegetable oil in skillet.

Melt butter in the same skillet over medium heat; cook and stir onion until golden brown, about 10 minutes. Add ginger paste and garlic paste. Continue to cook until fragrant, about 1 minute more. Stir cashews, ground red chiles, cumin, coriander, and garam masala into onion mixture. Cook and stir for 1 minute.

Stir tomato sauce, half-and-half, milk, sugar, and salt into spice mixture; simmer until thickened, about 5 minutes. Reduce heat to low. Add fried paneer and simmer until heated through, about 5 minutes more.
",indian,IND
Coconut Curry Cabbage,50,8 servings,1 tablespoon olive oil,"Place a large skillet or wok over high heat.  Heat the oil and butter until smoking.  Stir fry the onion, carrot, and garlic until the onion begins to soften, about 1 minute.  Add the cabbage, coconut, and curry powder; stir fry for 2 more minutes.

Reduce heat to medium-low; pour in the coconut milk, and season to taste with salt and pepper.  Cover, and cook to desired doneness.  To serve, sprinkle with tomato, green onions, and cilantro.
",indian,IND
Quick Whole Wheat Chapati,20,8 servings,2 ½ cups whole wheat flour,"Mix flour and salt together in a bowl. Stir in water to form a soft dough.

Turn dough out onto a lightly floured work surface and knead several times. Divide into 8 pieces and roll each into a ball. Roll each ball into a very thin round using a rolling pin.

Heat a griddle over medium-high heat. Cook each dough round on griddle until dough bubbles and blisters appear, about 2 minutes. Flip and cook until lightly browned on the other side.
",indian,IND
Kashmiri Garam Masala,41,1 /2 cup,¼ cup black cumin seed,"Heat a small skillet over medium heat; add cumin, bay leaves. cardamom, peppercorns, cloves, fennel seed, mace, and cinnamon sticks and dry roast until fragrant, 6 to 10 minutes.

Allow to cool; add nutmeg. Grind the spices into a fine powder using a spice grinder or coffee grinder. Store in an airtight container.
",indian,IND
Indian Rice Pilaf,30,4 servings,¼ cup water,"Bring water and chicken broth to a boil.

Combine rice, curry powder, garlic powder, cinnamon, paprika, and cloves in a bowl; stir to mix. Add spiced rice and onion to the boiling broth. Cover and cook until rice is tender, 20 to 25 minutes.
",indian,IND
Slow Cooker Chai,500,16 servings,3 ½ quarts water,"Pour water into the crock of a slow cooker. Stir in the ginger, cardamom pods, cloves, cinnamon sticks, and peppercorns.  Turn to High; simmer for 8 hours.

Steep tea bags in the hot spiced water for 5 minutes. Strain tea into a clean container. Stir in sweetened condensed milk; serve hot.
",indian,IND
Keema (Indian-Style Ground Meat),25,4 servings,1 ½ pounds ground lamb,"In a large heavy skillet over medium heat, cook ground lamb until evenly brown. While cooking, break apart with a wooden spoon until crumbled. Transfer cooked lamb to a bowl, and drain off all but 1 tablespoon fat. Saute onion until soft and translucent, about 5 minutes. Stir in garlic, and saute 1 minute. Stir in garam masala and salt, and cook 1 minute. Return the browned lamb to the pan, and stir in tomato paste and beef broth. Reduce heat, and simmer for 10 to 15 minutes or until meat is fully cooked through, and liquid has evaporated.
",indian,IND
Easy Vegetarian Kofta Curry,35,6 servings,1 tablespoon olive oil,"Heat olive oil and butter in a large saucepan over medium heat. Add cumin seeds, cardamom pods, whole cloves, cinnamon stick, and bay leaf. Cook until spices start to sputter, about 1 minute. Stir in onion, ginger, and garlic. Cook and stir until onion is softened and just starting to brown, about 5 minutes.

Stir in diced tomatoes, coriander, turmeric, cumin, garam masala, cayenne, and salt. Bring mixture to a gentle simmer; add yogurt and stir well. Add frozen vegetable balls. Pour in hot water to thin sauce slightly to desired consistency. Bring mixture back to a simmer and cook, covered, until sauce is thickened and vegetable balls are heated through, 10 to 15 minutes.
",indian,IND
Tandoori Chicken II,50,4 servings,½ teaspoon curry powder,"Preheat grill for high heat.

In a medium bowl, mix curry powder, red pepper flakes, salt, ginger, paprika, cinnamon, and turmeric with water to form a smooth paste. Rub paste into chicken breasts, and place them on a plate. Cover, and allow to marinate for 20 minutes.

Brush grate with oil. Place chicken on the grill, and cook 6 to 8 minutes on each side, until juices run clear when pierced with a fork.
",indian,IND
Egg Curry,35,2 servings,2 tablespoons vegetable oil,"Heat oil in a large pot over medium heat. Add onion; cook and stir until browned, about 5 minutes. Stir in garlic and ginger paste. Mix in coriander, cumin, turmeric, chile powder, and black pepper; cook until fragrant, about 1 minute. Add tomato puree; cook until curry thickens, about 4 minutes.

Pour water into the pot; bring sauce to a boil. Stir in vinegar and salt. Slip eggs into the pot; cook until flavors combine, about 5 minutes.
",indian,IND
Slow Cooker Chicken Jalfrezi,380,4 servings,"4 boneless, skinless chicken breasts, cubed","Dust chicken with flour in a bowl.

Heat oil in a large skillet and cook chicken pieces until lightly browned, about 5 minutes. Place in a slow cooker. Add tomato sauce, onion, bell pepper, green chile peppers, red chile peppers, curry powder, garam masala, coriander, cumin, garlic, and chile powder. Stir to combine.

Cook on Low until chicken is no longer pink at the center, about 6 hours.
",indian,IND
Indian Relish,275,3 cups,"2 red bell peppers, chopped","In a medium saucepan over medium heat, mix together red bell peppers, onion, white wine vinegar, sugar and crushed red pepper flakes. Bring to a boil, then reduce heat to simmer. Stirring occasionally, cook 30 minutes, or until thickened. Refrigerate 4 hours or overnight before serving.
",indian,IND
Tim Perry's Soup (Creamy Curry Cauliflower and Broccoli Soup),60,4 servings,1 quart chicken broth,"In a stockpot, combine chicken broth, onion, cauliflower, and broccoli.  Bring to a boil and reduce heat to low.  Continue to simmer until vegetables are tender.  Season with curry powder, chicken bouillon, salt, and pepper.

In a bowl, combine flour and 1/2 cup of the milk.  Whisk briskly until there are no lumps.  Add mixture to soup, stirring continuously as soup thickens.  Stir in Cheddar cheese until completely melted.
",indian,IND
Easy Masoor Daal,35,4 servings,"1 cup <a href=""https://www.allrecipes.com/gallery/red-lentil-recipes/"" aria-label=""red lentils"">red lentils</a>","Rinse lentils thoroughly and place in a medium saucepan along with ginger, turmeric, salt and cayenne pepper.  Cover with about 1 inch of water and bring to a boil.  Skim off any foam that forms on top of the lentils.  Reduce heat and simmer, stirring occasionally, until beans are tender and soupy.

Meanwhile, in a microwave safe dish combine oil, dried onion and cumin seeds.  Microwave on high for 45 seconds to 1 minute; be sure to brown, but not burn, onions.  Stir into lentil mixture.
",indian,IND
Chole (Vegetarian Indian Chickpeas),40,4 servings,1 tablespoon vegetable oil,"Heat oil in a pot over medium-high heat. Saute onion until translucent, about 5 minutes. Add garlic, ginger, and anise; stir. Add chickpeas, tomato sauce, water, chile powder, garam masala, salt, cumin, coriander, turmeric, and clove. Reduce heat to medium-low and simmer, covered, until chickpeas start to soften, 5 to 7 minutes.

Mash some of the chickpeas directly in the pot to give the sauce a chunkier consistency. Cover and continue simmering, stirring occasionally, until flavors come together, about 15 minutes. Remove star anise pieces and clove before serving.
",indian,IND
Chicken Stew With Coconut Milk,0,6 servings,"1 pound skinless, boneless chicken breast, cut into bite-sized chunks","Put all ingredients in a large microwave-safe bowl and mix thoroughly. Cover tightly and microwave on high for 30-40 minutes.
",indian,IND
Curry Vinaigrette Dressing,490,32 servings,2 tablespoons curry powder (Maharaja-style),"Stir curry powder into olive oil in a bowl until fully dissolved. Add balsamic vinegar, onion, brown sugar, garlic, and salt; stir until evenly mixed. Refrigerate for flavors to blend, 8 hours to overnight.
",indian,IND
Indian Onion Dipping Sauce,130,10 servings,"1 onion, chopped, or more to taste","Place onion in a food processor and pulse until onion is minced. Add lemon juice, ketchup, cayenne pepper, paprika, salt, and sugar and pulse until evenly combined. Transfer sauce to an airtight container and refrigerate until flavors combine, 2 to 3 hours.
",indian,IND
Lamb Shank Vindaloo,740,4 servings,4 lamb shanks,"Place lamb shanks in a large resealable plastic bag. Whisk together cider vinegar, oil, salt, tamarind concentrate, and garam masala in a bowl, and pour into the bag. Squeeze out excess air and seal the bag. Marinate in the refrigerator for 8 hours or overnight.

Preheat an oven to 450 degrees F (230 degrees C). Grease a foil-lined baking sheet.

Remove marinated lamb shanks and place on the prepared baking sheet. Season all sides with salt. Roast in the preheated oven until well-browned, 15 to 20 minutes. Reserve marinade in the bag.

Combine 1 onion, garlic, ginger, cherry tomatoes, and water in a blender and pulse on and off until smooth. Set aside.

Combine cayenne pepper, paprika, cinnamon, cumin, dried mustard, and black pepper in a small bowl.

Melt clarified butter in a large stockpot over medium-high heat. Cook and stir 1 onion until softened and well-browned, about 30 minutes. Reduce heat to medium and pour in cayenne pepper mixture. Cook and stir until spices are aromatic, about 2 minutes.

Pour marinade from the bag into the stockpot, and stir in tomato-onion mixture and brown sugar. Bring mixture to a simmer. Place lamb shanks in the pan and reduce heat to low. Cover and cook, turning occasionally, until meat is tender and easily pierced with a fork, 3 to 4 hours.

Remove lamb from the pot and cover with foil. Increase heat and simmer the sauce for a few minutes, skimming the fat from the top. Taste and add salt if needed. Serve lamb shanks with sauce spooned over the top. Garnish with cilantro.
",indian,IND
Easy Chicken Korma,55,4 servings,3 tablespoons olive oil,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 2-quart baking dish.

Heat oil and butter in a skillet over medium heat. Cook onions in oil until soft.

Place onion, yogurt, mango chutney, garlic, turmeric, chili powder, garam masala, and into the bowl of a food processor. Process into a smooth sauce; it should be about the consistency of thick cream.  Add a bit of water or yogurt to thin it if needed. Spread chicken into prepared baking dish, and pour the onion sauce over the chicken.

Bake in preheated oven for 30 minutes, or until the chicken is cooked through. Sprinkle sliced almonds over the top, and serve.
",indian,IND
Indian Curried Chicken Thighs,60,5 servings,"4 skinless, boneless chicken thighs, cubed","Season cubed chicken with salt and pepper and set aside.

Preheat a large dry skillet over medium heat. Add curry powder and toast until lightly browned and fragrant, stirring constantly, 2 to 3 minutes. Add paprika, cinnamon, ginger, and turmeric and roast, stirring constantly, for 1 to 2 minutes. Stir in onion, garlic, and bay leaf. Pour in olive oil and mix to combine.

Mix chicken, coconut milk, yogurt, tomato paste, salt, and pepper into the spices in the skillet. Stir well to combine. Mix in chickpeas, peas, and pineapple. Bring mixture to a boil, reduce heat, and simmer for 20 to 25 minutes. Remove bay leaf and stir in lemon juice and cayenne pepper. Simmer for 5 more minutes. Taste and adjust the seasoning to your liking.
",indian,IND
Instant Pot&reg; Chicken Biryani,100,4 servings,1 ½ cups basmati rice,"Thoroughly rinse basmati rice in a strainer until water runs clear. Transfer rice to a bowl, add fresh water to cover, and set aside for 30 minutes.

Place chicken breast and chicken thigh pieces in a large bowl. Add Greek yogurt, lemon juice, ginger, garlic, 1/2 teaspoon garam masala, salt, and pepper. Mix well to coat chicken. Cover and refrigerate for 30 minutes.

Drain rice and remove marinated chicken from the refrigerator. Turn on a multi-functional pressure cooker (such as Instant Pot&reg;), select Saute function, and add ghee. When ghee starts to bubble, add cloves, cardamom pods, bay leaf, cinnamon stick, coriander seed, mustard seed, and cumin seeds and saute until fragrant, 2 to 3 minutes. Add sliced onion and cook, stirring often, until tender and fragrant, about 5 minutes.

Add chicken and extra marinade to the cooker. Saute until browned on all sides, about 5 minutes. Turn off Saute function. Add rice, chicken stock, cilantro, mint, remaining 1 teaspoon garam masala, turmeric, paprika, and chili powder; stir until well mixed.

Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 6 minutes. Allow 10 to 15 minutes for pressure to build.

Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Fluff with a fork and serve immediately.
",indian,IND
Raita,45,4 servings,1 cup plain yogurt,"In a salad bowl, whisk together the yogurt, sour cream, cumin, paprika and garlic.

Add cucumbers and tomatoes; toss and chill before serving.
",indian,IND
Authentic South Indian Biryani,135,4 servings,2 ½ tablespoons vegetable oil,"Preheat  oven to 400 degrees F (200 degrees C).

Heat oil in a large oven-proof pot over medium heat. Add cardamom, clove, and cinnamon stick. Stir in chopped onions, and fry until golden brown. Stir in garlic and ginger. Stir in chicken pieces, and fry about 3 minutes. Stir in chili powder, and cook several minutes. Stir in tomatoes, and cook about 5 minutes. Mix yogurt with 3 tablespoons water and lemon juice; stir into sauce.

Cover pot, and bake in a preheated oven until the sauce is somewhat thickened and concentrated, about 15 minutes.

Meanwhile, cook rice in enough salted water to cover. Bring to a boil, and cook until it is half cooked, about 7 minutes. Drain rice, and stir into chicken and sauce. Stir in butter, season to taste with salt, cover pot, and bake 1 hour. Stir in mint and cilantro immediately before serving.
",indian,IND
Biriyani,60,12 servings,2 ½ tablespoons olive oil,"Heat the olive oil in a large skillet over medium heat. Mix in the yogurt and vinegar. Place the onion in the skillet, and cook until tender. Mix in the garlic, ginger paste, green chile peppers, and tomatoes. Cook and stir until tomatoes are tender. Season with garam masala, mint, salt, and pepper, and mix in the cilantro.

Place the chicken in the skillet. Reduce heat to medium-low, cover, and continue cooking 45 minutes, stirring occasionally, until chicken juices run clear.

Bring the water and rice to a boil in a large pot. Mix in the bay leaf, green cardamom, black cardamom, and cinnamon. Season with salt to taste. Cover, reduce heat to low, and simmer 20 minutes.

In a separate pot, alternate the rice and chicken mixture in layers, topping with rice. Sprinkle with the food coloring, and mix to serve.
",indian,IND
Pressure Cooker Goat Curry,92,8 servings,"¼ cup vegetable oil, divided","Heat 2 tablespoons oil in an electric pressure cooker on the ""Sear"" setting. Add onions; cook and stir until golden brown, 10 to 15 minutes.

Transfer onions to a food processor; grind into a paste. Remove to a bowl.

Combine tomatoes, garlic paste, and ginger paste in the food processor; puree until smooth.

Heat remaining 2 tablespoons oil in the pressure cooker using the ""Sear"" setting. Add onion paste; cook, stirring constantly, until browned, about 2 minutes. Stir in the tomato mixture. Add goat meat, water, potato, carrot, garam masala, coriander, cumin, turmeric, salt, and red chile pepper.

Close pressure cooker and seal according to manufacturer's instructions. Set the timer for 50 minutes at high pressure. Release pressure using the natural-release method according to manufacturer's instructions.
",indian,IND
